,2,3,4,5
100000,0.9572,0.9982,0.9999,1.0
200000,0.9237,0.996,0.9998,1.0
300000,0.8932,0.9953,0.9997,1.0
400000,0.866,0.9925,0.9995,0.9999
500000,0.8491,0.9894,0.9992,0.9998
600000,0.823,0.9882,0.9988,0.9998
700000,0.8071,0.9865,0.9995,0.9999
800000,0.7874,0.9831,0.999,0.9999
900000,0.7729,0.9824,0.9986,0.9999
1000000,0.7591,0.9828,0.9987,0.9998
