,2,3,4,5
10000,0.9874050000000004,0.9987080000000004,0.9997619999999989,0.9999129999999988
19814,0.975826,0.9973229999999998,0.9994669999999996,0.9998469999999984
29629,0.9653120000000002,0.9961730000000002,0.9992519999999998,0.999790999999999
39443,0.9558810000000002,0.9949940000000004,0.9990420000000004,0.9997069999999992
49258,0.9469889999999996,0.993959,0.998792,0.9996499999999996
59073,0.9381779999999996,0.992764,0.9985659999999998,0.9995739999999996
68887,0.930383,0.991615,0.998282,0.9995159999999996
78702,0.922969,0.9906290000000001,0.9981660000000002,0.9994839999999996
88517,0.9156830000000004,0.9896999999999998,0.9979600000000002,0.9994290000000006
98331,0.9088350000000002,0.9886440000000002,0.9976439999999998,0.9993690000000002
108146,0.9026689999999998,0.9874850000000002,0.9975840000000002,0.9993009999999998
117961,0.8959759999999999,0.9867809999999996,0.9972730000000004,0.999172
127775,0.8908030000000002,0.9857999999999996,0.997044,0.999151
137590,0.8853510000000001,0.984821,0.996909,0.999073
147404,0.8800970000000004,0.9839079999999996,0.9967229999999998,0.999016
157219,0.8749850000000001,0.9831800000000004,0.9964189999999998,0.998951
167034,0.869891,0.982214,0.996225,0.9989390000000004
176848,0.8642239999999997,0.9814310000000002,0.99608,0.9988460000000002
186663,0.8601490000000003,0.9806580000000004,0.9959439999999998,0.9988320000000008
196478,0.856433,0.9799389999999998,0.9957240000000002,0.998729
206292,0.8519900000000004,0.9788049999999998,0.9954849999999996,0.998677
216107,0.8481629999999997,0.978134,0.995472,0.9986580000000004
225922,0.8439980000000002,0.9773710000000002,0.995231,0.9986510000000004
235736,0.8399039999999998,0.9769570000000004,0.994977,0.9985130000000004
245551,0.8362679999999999,0.9758299999999994,0.9948969999999996,0.9985220000000002
255365,0.8326489999999999,0.974936,0.99468,0.9984959999999999
265180,0.829319,0.974225,0.9944780000000001,0.9984030000000004
274995,0.8254419999999999,0.9738940000000004,0.9943530000000002,0.998327
284809,0.8228759999999997,0.972777,0.9942659999999998,0.9983360000000004
294624,0.8192249999999999,0.9719159999999998,0.99392,0.9982869999999996
304439,0.8165180000000001,0.9717399999999999,0.993788,0.9981920000000004
314253,0.8125649999999999,0.9706499999999996,0.9935940000000004,0.9980639999999992
324068,0.8100470000000002,0.9702259999999996,0.993505,0.9981220000000004
333883,0.8070090000000001,0.9696640000000006,0.993268,0.9980440000000004
343697,0.8040689999999999,0.968842,0.9932960000000004,0.9979670000000002
353512,0.8010989999999998,0.9679610000000004,0.993036,0.997884
363326,0.7995529999999998,0.9678930000000006,0.992751,0.99791
373141,0.7963740000000002,0.9668659999999996,0.992665,0.997833
382956,0.7934729999999997,0.9665580000000004,0.9926959999999999,0.9978580000000002
