,2,3,4,5
10000,0.99318,0.9996049999999996,0.9999669999999996,0.999996
19814,0.98687,0.9991340000000002,0.9999379999999988,0.9999929999999998
29629,0.9804160000000004,0.9987910000000008,0.9998849999999992,0.999989
39443,0.9744079999999998,0.9984010000000002,0.9998419999999988,0.9999829999999996
49258,0.968448,0.997915,0.9998099999999992,0.9999829999999996
59073,0.962488,0.9975900000000002,0.9997789999999992,0.9999799999999994
68887,0.9564950000000004,0.997168,0.9997229999999989,0.9999759999999996
78702,0.951258,0.996689,0.9997059999999992,0.9999639999999992
88517,0.9451920000000004,0.9963859999999998,0.9996649999999996,0.9999599999999992
98331,0.9400290000000001,0.995968,0.9996379999999996,0.9999589999999996
108146,0.9349529999999998,0.9955760000000003,0.9995449999999996,0.9999519999999992
117961,0.929739,0.9950229999999998,0.9995509999999996,0.9999549999999996
127775,0.9252179999999997,0.9948129999999996,0.9995189999999998,0.9999489999999988
137590,0.9200580000000004,0.9943700000000001,0.999487,0.9999549999999996
147404,0.9155579999999998,0.9940509999999998,0.9994169999999996,0.9999349999999992
157219,0.9105479999999999,0.9936969999999994,0.999415,0.9999349999999989
167034,0.9060129999999996,0.993227,0.9993849999999996,0.999918999999999
176848,0.9018749999999998,0.9929109999999998,0.9993360000000001,0.9999389999999992
186663,0.8972180000000003,0.9924000000000004,0.9993140000000004,0.9999239999999988
196478,0.8927739999999996,0.9918980000000004,0.999275,0.9999159999999986
206292,0.8887010000000001,0.9918509999999996,0.9992280000000001,0.9998999999999988
216107,0.884792,0.991282,0.9991880000000002,0.9998959999999986
225922,0.8810389999999999,0.9908580000000002,0.9991330000000004,0.9998999999999988
235736,0.8761339999999999,0.9904639999999996,0.9991559999999998,0.9999059999999989
245551,0.8728320000000004,0.990264,0.9991140000000004,0.9999089999999992
255365,0.8686120000000003,0.9897469999999998,0.9990129999999998,0.9998979999999988
265180,0.8658699999999997,0.989433,0.9989590000000002,0.9998869999999986
274995,0.8621549999999999,0.989058,0.9989650000000002,0.9998909999999994
284809,0.8581159999999999,0.9887769999999996,0.998901,0.9998759999999988
294624,0.8545250000000005,0.9882630000000002,0.998879,0.9998799999999988
304439,0.8511210000000001,0.9881040000000001,0.998843,0.9998649999999988
314253,0.8480719999999999,0.9874499999999996,0.9988430000000004,0.9998799999999984
324068,0.8454999999999999,0.987242,0.9987690000000008,0.9998799999999988
333883,0.8415150000000002,0.9868129999999996,0.9987650000000003,0.9998699999999988
343697,0.8385550000000002,0.9863690000000004,0.9986900000000004,0.9998499999999988
353512,0.83562,0.9861610000000004,0.9986320000000004,0.9998419999999988
363326,0.8315769999999999,0.9858560000000002,0.9986410000000002,0.9998419999999985
373141,0.8287519999999999,0.9854379999999999,0.9986160000000004,0.999851999999999
382956,0.8263079999999999,0.985162,0.9985860000000004,0.999847999999999
392770,0.8233729999999997,0.984573,0.9984950000000008,0.9998659999999993
402585,0.8209119999999999,0.9843079999999996,0.9984700000000002,0.9998179999999988
412400,0.8181249999999999,0.9839500000000004,0.9984070000000004,0.9998439999999986
422214,0.8147909999999999,0.9837719999999996,0.99846,0.9998159999999988
432029,0.8128310000000001,0.9836130000000004,0.9983850000000004,0.9998069999999988
441844,0.8104960000000001,0.982893,0.9983630000000002,0.9997969999999989
451658,0.807774,0.9825130000000002,0.998327,0.9998229999999988
461473,0.804682,0.9820399999999999,0.9982570000000002,0.9997989999999992
471287,0.8020139999999998,0.981917,0.9982900000000002,0.999789999999999
481102,0.7995990000000002,0.981361,0.9982120000000004,0.9997939999999992
490917,0.7969289999999997,0.9810569999999996,0.9981549999999996,0.9997719999999995
500731,0.7949299999999999,0.9808600000000004,0.99808,0.9998179999999992
510546,0.7932910000000001,0.9805699999999996,0.998127,0.9997789999999988
520361,0.7905930000000003,0.980372,0.9980110000000002,0.9997809999999989
530175,0.788011,0.9798899999999996,0.9980110000000002,0.9997809999999994
539990,0.7861950000000002,0.979666,0.998012,0.9997839999999988
549805,0.7843529999999999,0.9792279999999997,0.998035,0.9997559999999992
559619,0.782424,0.9785799999999999,0.9978980000000004,0.9997439999999994
569434,0.7803279999999999,0.9785720000000004,0.997833,0.9997509999999994
579248,0.7777689999999999,0.978054,0.997876,0.9997659999999989
589063,0.7759799999999999,0.9778749999999998,0.997768,0.9997369999999992
598878,0.7743609999999999,0.9774600000000006,0.997851,0.9997509999999992
608692,0.7713530000000002,0.9775069999999996,0.9978450000000004,0.9997379999999992
618507,0.7705019999999996,0.976801,0.997738,0.9997659999999992
628322,0.7679510000000002,0.976505,0.9976709999999999,0.9997429999999989
