,2,3,4,5
20000,0.987,0.9991,0.9998,1.0
40000,0.972,0.9983,0.9998,0.9999
60000,0.9562,0.9967,0.9998,1.0
80000,0.948,0.9972,0.9997,1.0
100000,0.9392,0.9954,0.9994,1.0
120000,0.9261,0.9937,0.9997,1.0
140000,0.9159,0.9927,0.9993,1.0
160000,0.9073,0.9919,0.9992,1.0
180000,0.8918,0.9917,0.9997,1.0
200000,0.8861,0.9915,0.9992,0.9998
220000,0.8788,0.9897,0.9989,1.0
240000,0.8672,0.9888,0.9989,1.0
260000,0.8646,0.9883,0.9987,1.0
280000,0.8474,0.9876,0.9987,0.9996
300000,0.8445,0.9894,0.9992,0.9998
320000,0.846,0.9868,0.9986,0.9999
340000,0.8358,0.9869,0.9986,0.9999
360000,0.8323,0.9859,0.9988,1.0
380000,0.8244,0.9831,0.9985,0.9999
400000,0.8185,0.9839,0.9982,0.9998
420000,0.8053,0.9823,0.9988,0.9998
440000,0.8026,0.9822,0.9977,0.9996
460000,0.7992,0.9777,0.9973,0.9999
480000,0.7851,0.9785,0.9978,0.9999
500000,0.7882,0.978,0.998,0.9994
520000,0.787,0.9812,0.9985,0.9996
540000,0.7851,0.9808,0.9982,0.9998
560000,0.7851,0.9787,0.9972,0.9997
580000,0.7715,0.9786,0.9976,0.9998
600000,0.7744,0.976,0.9977,0.9997
620000,0.7659,0.9773,0.9979,0.9993
640000,0.7538,0.9749,0.997,1.0
660000,0.7568,0.9721,0.9969,0.9997
680000,0.7602,0.9701,0.9984,0.9996
700000,0.7592,0.9733,0.9966,0.9996
720000,0.7487,0.974,0.9974,0.9996
740000,0.7514,0.9753,0.9972,0.9994
760000,0.7347,0.9719,0.9978,0.9998
780000,0.7452,0.9666,0.9977,0.9996
800000,0.736,0.9694,0.9979,0.9996
820000,0.7405,0.9684,0.996,0.9994
840000,0.7308,0.9669,0.9964,0.9995
860000,0.7272,0.967,0.9972,0.9998
880000,0.7219,0.9649,0.9973,0.9997
900000,0.7208,0.966,0.9965,0.9996
920000,0.7144,0.9642,0.9964,0.9996
940000,0.7172,0.969,0.9969,0.9995
960000,0.7159,0.965,0.996,0.9996
980000,0.7053,0.9632,0.997,0.9995
1000000,0.708,0.9674,0.9971,0.9993
