,2,3,4,5
20000,0.9854,0.9992,0.9999,1.0
40000,0.9729,0.9979,1.0,1.0
60000,0.9609,0.9983,0.9998,1.0
80000,0.946,0.9972,0.9997,1.0
100000,0.9345,0.9962,0.9997,1.0
120000,0.9263,0.995,0.9994,1.0
140000,0.9154,0.9939,0.9997,0.9999
160000,0.9051,0.992,0.9994,0.9999
180000,0.8986,0.9914,0.9993,1.0
200000,0.8901,0.9907,0.9991,0.9999
220000,0.8812,0.9914,0.999,0.9998
240000,0.8734,0.9906,0.9983,1.0
260000,0.861,0.9874,0.9991,0.9999
280000,0.854,0.9855,0.9986,1.0
300000,0.8466,0.9866,0.9986,0.9998
320000,0.8398,0.9867,0.9987,1.0
340000,0.8324,0.9861,0.9992,0.9998
360000,0.8254,0.9854,0.9986,0.9998
380000,0.8198,0.9845,0.9984,0.9999
400000,0.8226,0.9845,0.998,0.9998
420000,0.8114,0.9823,0.9981,0.9998
440000,0.804,0.9814,0.9983,1.0
460000,0.8054,0.982,0.9988,0.9998
480000,0.7953,0.9775,0.9982,0.9997
500000,0.7861,0.9795,0.9982,0.9999
520000,0.7868,0.9794,0.998,0.9997
540000,0.7886,0.9789,0.9982,0.9999
560000,0.7837,0.979,0.9977,0.9997
580000,0.7731,0.9783,0.9982,1.0
600000,0.7669,0.9749,0.9976,0.9996
620000,0.7667,0.9732,0.9985,0.9999
640000,0.7597,0.9767,0.998,0.9996
660000,0.7607,0.9774,0.9977,0.9997
680000,0.7606,0.9719,0.9979,0.9995
700000,0.7545,0.9747,0.9968,0.9999
720000,0.7494,0.9706,0.997,0.9997
740000,0.7385,0.9721,0.997,0.9997
760000,0.7459,0.9717,0.9966,0.9996
780000,0.7393,0.9706,0.9968,0.9995
800000,0.7339,0.9704,0.9967,0.9998
820000,0.7318,0.9712,0.9971,0.9997
840000,0.73,0.9696,0.9973,0.9998
860000,0.7301,0.9688,0.9974,0.9995
880000,0.7314,0.9679,0.9971,0.9997
900000,0.7244,0.9659,0.9972,0.9994
920000,0.7241,0.9647,0.9962,0.9995
940000,0.7242,0.9647,0.9965,0.9995
960000,0.721,0.964,0.9964,0.9997
980000,0.721,0.9606,0.9965,0.9998
1000000,0.7107,0.9649,0.9965,0.9995
