,2,3,4,5
20000,0.987,0.9993,0.9999,1.0
40000,0.9766,0.9986,0.9999,0.9999
60000,0.9562,0.9965,0.9999,1.0
80000,0.946,0.9959,0.9992,0.9998
100000,0.9387,0.9965,0.9998,1.0
120000,0.9256,0.9947,0.9993,0.9999
140000,0.9184,0.9946,0.9993,1.0
160000,0.9058,0.9938,0.9994,1.0
180000,0.896,0.9924,0.9995,1.0
200000,0.885,0.9913,0.999,1.0
220000,0.8836,0.9906,0.9994,0.9999
240000,0.8674,0.9888,0.9992,1.0
260000,0.863,0.9914,0.9987,0.9999
280000,0.8559,0.9891,0.9989,1.0
300000,0.8469,0.989,0.9993,1.0
320000,0.8404,0.9851,0.9989,0.9999
340000,0.8346,0.9859,0.9992,0.9999
360000,0.8331,0.9857,0.9982,0.9999
380000,0.8306,0.9874,0.9977,0.9995
400000,0.8177,0.982,0.9987,1.0
420000,0.8045,0.9834,0.9982,0.9998
440000,0.8095,0.9834,0.9976,0.9997
460000,0.8042,0.9833,0.9988,0.9997
480000,0.8071,0.9818,0.998,0.9999
500000,0.7959,0.9785,0.998,0.9998
520000,0.7922,0.9794,0.9984,0.9997
540000,0.7836,0.9808,0.9983,0.9997
560000,0.7759,0.9777,0.9982,0.9996
580000,0.7759,0.977,0.9977,0.9998
600000,0.7613,0.977,0.999,0.9994
620000,0.7683,0.9744,0.9977,1.0
640000,0.7606,0.9745,0.997,0.9998
660000,0.7581,0.9772,0.9972,1.0
680000,0.7648,0.9724,0.9978,0.9997
700000,0.7468,0.9767,0.9969,0.9998
720000,0.7462,0.9739,0.9979,0.9993
740000,0.7448,0.9713,0.998,0.9995
760000,0.7569,0.9699,0.9974,0.9998
780000,0.7409,0.9715,0.998,1.0
800000,0.7337,0.9709,0.9972,0.9993
820000,0.738,0.97,0.9977,0.9995
840000,0.7318,0.9712,0.997,0.9998
860000,0.7268,0.9673,0.9972,0.9998
880000,0.725,0.9682,0.9969,0.9997
900000,0.7244,0.9684,0.9965,0.9996
920000,0.7247,0.9676,0.9968,1.0
940000,0.7226,0.968,0.9969,0.9999
960000,0.7214,0.9662,0.9964,0.9995
980000,0.7126,0.9647,0.9971,0.9996
1000000,0.7164,0.9641,0.9969,0.9994
