,2,3,4,5
20000,0.9844,0.9991,1.0,1.0
40000,0.9738,0.998,0.9999,1.0
60000,0.9585,0.9976,1.0,0.9999
80000,0.9451,0.9963,0.9992,1.0
100000,0.9384,0.9956,0.9994,0.9999
120000,0.9224,0.995,0.9998,0.9999
140000,0.9168,0.9937,0.9993,1.0
160000,0.909,0.9936,0.9991,0.9999
180000,0.8993,0.9918,0.9992,1.0
200000,0.8879,0.9914,0.9992,1.0
220000,0.8811,0.9907,0.9991,1.0
240000,0.8729,0.9902,0.9996,0.9999
260000,0.8624,0.989,0.999,0.9998
280000,0.8596,0.9893,0.9984,0.9999
300000,0.8523,0.9856,0.9983,0.9999
320000,0.8442,0.9883,0.9992,0.9998
340000,0.8363,0.985,0.9986,1.0
360000,0.8281,0.988,0.9983,1.0
380000,0.8264,0.9834,0.9986,1.0
400000,0.8157,0.9826,0.9987,0.9997
420000,0.8093,0.9865,0.9986,0.9998
440000,0.8027,0.9835,0.9986,0.9999
460000,0.8009,0.9792,0.9989,0.9999
480000,0.7956,0.9796,0.9987,0.9999
500000,0.7989,0.9809,0.9982,0.9999
520000,0.7862,0.9781,0.9977,0.9999
540000,0.7744,0.9802,0.9982,0.9998
560000,0.7789,0.9773,0.9977,0.9998
580000,0.7764,0.9779,0.9976,1.0
600000,0.7687,0.9764,0.9973,0.9998
620000,0.7684,0.9764,0.9978,0.9998
640000,0.7627,0.9759,0.9967,0.9998
660000,0.7619,0.9747,0.9975,0.9995
680000,0.7565,0.9743,0.9973,0.9996
700000,0.7548,0.9718,0.9973,0.9998
720000,0.7513,0.9729,0.9964,0.9998
740000,0.7421,0.9705,0.9973,0.9996
760000,0.7396,0.9731,0.9974,0.9997
780000,0.7345,0.969,0.9979,0.9996
800000,0.7382,0.9691,0.9966,0.9997
820000,0.7352,0.972,0.996,0.9998
840000,0.7347,0.9704,0.9957,0.9997
860000,0.7328,0.967,0.9979,0.9997
880000,0.7325,0.9683,0.9956,0.9996
900000,0.7281,0.9647,0.9963,0.9998
920000,0.7254,0.9628,0.9962,0.9998
940000,0.7137,0.9651,0.9968,0.9995
960000,0.7202,0.9627,0.9979,0.9994
980000,0.718,0.9664,0.9963,0.9994
1000000,0.7183,0.9673,0.9962,0.9992
