,2,3,4,5
20000,0.9867,0.9994,0.9999,1.0
40000,0.9747,0.9983,0.9999,1.0
60000,0.9587,0.9976,0.9997,1.0
80000,0.9496,0.9967,0.9998,1.0
100000,0.9381,0.9942,0.9995,1.0
120000,0.9273,0.9956,0.9993,0.9998
140000,0.9151,0.9947,0.9992,1.0
160000,0.9006,0.9943,0.9993,1.0
180000,0.8938,0.9922,0.9992,0.9999
200000,0.8909,0.9919,0.9995,0.9997
220000,0.8777,0.9879,0.9994,1.0
240000,0.8726,0.9908,0.9994,0.9999
260000,0.8676,0.991,0.9986,1.0
280000,0.8594,0.9881,0.999,0.9998
300000,0.8453,0.9883,0.9985,1.0
320000,0.8396,0.9855,0.9986,1.0
340000,0.8365,0.9873,0.9984,0.9999
360000,0.8278,0.9856,0.9991,1.0
380000,0.8225,0.9857,0.9984,0.9998
400000,0.8196,0.9834,0.9981,0.9999
420000,0.8117,0.9825,0.9983,0.9999
440000,0.807,0.9837,0.9983,0.9999
460000,0.8048,0.9804,0.997,1.0
480000,0.7924,0.9828,0.998,0.9997
500000,0.7919,0.9822,0.9988,1.0
520000,0.7879,0.978,0.9968,0.9997
540000,0.78,0.9778,0.9974,0.9996
560000,0.7788,0.9785,0.9978,0.9999
580000,0.7732,0.9774,0.9981,0.9992
600000,0.7754,0.9769,0.9978,0.9997
620000,0.7697,0.977,0.9974,0.9999
640000,0.7676,0.9735,0.9976,0.9998
660000,0.758,0.9768,0.9978,0.9998
680000,0.7559,0.976,0.9973,0.9995
700000,0.7573,0.9739,0.997,0.9999
720000,0.7546,0.9707,0.9973,0.9996
740000,0.7425,0.9695,0.9967,0.9996
760000,0.7472,0.9698,0.9973,0.9998
780000,0.7377,0.9683,0.9974,0.9998
800000,0.7374,0.9684,0.9965,0.9998
820000,0.7342,0.9691,0.9962,0.9996
840000,0.742,0.9697,0.9959,0.9992
860000,0.7286,0.9696,0.9964,0.9998
880000,0.7245,0.9661,0.9972,0.9996
900000,0.7176,0.9652,0.9969,0.9996
920000,0.7189,0.9673,0.9969,0.9997
940000,0.7166,0.967,0.9965,0.9996
960000,0.7136,0.9683,0.995,0.9996
980000,0.7221,0.9649,0.9961,0.9998
1000000,0.7132,0.9634,0.9955,0.9997
